,Station,Arrive,Depart,Train,index,Station_sequence
497,横浜,2021-11-30 19:38:00,2021-11-30 19:38:00,18-33-国府津-快速,9.0,横浜
2345,横浜,2021-11-30 19:39:00,2021-11-30 19:39:00,18-33-国府津-快速,9.5,横浜
498,戸塚,2021-11-30 19:50:00,2021-11-30 19:50:00,18-33-国府津-快速,10.0,戸塚
499,大船,2021-11-30 19:55:00,2021-11-30 19:55:00,18-33-国府津-快速,11.0,大船
2346,大船,2021-11-30 19:56:00,2021-11-30 19:56:00,18-33-国府津-快速,11.5,大船
500,藤沢,2021-11-30 20:01:00,2021-11-30 20:01:00,18-33-国府津-快速,12.0,藤沢
501,辻堂,2021-11-30 20:04:00,2021-11-30 20:04:00,18-33-国府津-快速,13.0,辻堂
2347,辻堂,2021-11-30 20:05:00,2021-11-30 20:05:00,18-33-国府津-快速,13.5,辻堂
502,茅ケ崎,2021-11-30 20:08:00,2021-11-30 20:08:00,18-33-国府津-快速,14.0,茅ケ崎
2348,茅ケ崎,2021-11-30 20:09:00,2021-11-30 20:09:00,18-33-国府津-快速,14.5,茅ケ崎
503,平塚,2021-11-30 20:13:00,2021-11-30 20:13:00,18-33-国府津-快速,15.0,平塚
2349,平塚,2021-11-30 20:15:00,2021-11-30 20:15:00,18-33-国府津-快速,15.5,平塚
504,大磯,2021-11-30 20:18:00,2021-11-30 20:18:00,18-33-国府津-快速,16.0,大磯
2350,大磯,2021-11-30 20:19:00,2021-11-30 20:19:00,18-33-国府津-快速,16.5,大磯
505,二宮,2021-11-30 20:23:00,2021-11-30 20:23:00,18-33-国府津-快速,17.0,二宮
2351,二宮,2021-11-30 20:24:00,2021-11-30 20:24:00,18-33-国府津-快速,17.5,二宮
506,国府津,2021-11-30 20:28:00,,18-33-国府津-快速,18.0,国府津
2053,大宮(埼玉),2021-11-30 19:11:00,2021-11-30 19:11:00,19-12-平塚-快速,0.0,大宮(埼玉)
2054,浦和,2021-11-30 19:18:00,2021-11-30 19:18:00,19-12-平塚-快速,1.0,浦和
2055,赤羽,2021-11-30 19:26:00,2021-11-30 19:26:00,19-12-平塚-快速,2.0,赤羽
3190,赤羽,2021-11-30 19:27:00,2021-11-30 19:27:00,19-12-平塚-快速,2.5,赤羽
2056,池袋,2021-11-30 19:37:00,2021-11-30 19:37:00,19-12-平塚-快速,3.0,尾久/池袋
3191,池袋,2021-11-30 19:38:00,2021-11-30 19:38:00,19-12-平塚-快速,3.5,尾久/池袋
2057,新宿,2021-11-30 19:44:00,2021-11-30 19:44:00,19-12-平塚-快速,4.0,上野/新宿
3192,新宿,2021-11-30 19:45:00,2021-11-30 19:45:00,19-12-平塚-快速,4.5,上野/新宿
2058,渋谷,2021-11-30 19:49:00,2021-11-30 19:49:00,19-12-平塚-快速,5.0,東京/渋谷
3193,渋谷,2021-11-30 19:50:00,2021-11-30 19:50:00,19-12-平塚-快速,5.5,東京/渋谷
2059,恵比寿,2021-11-30 19:52:00,2021-11-30 19:52:00,19-12-平塚-快速,6.0,新橋/恵比寿
2060,大崎,2021-11-30 19:56:00,2021-11-30 19:56:00,19-12-平塚-快速,7.0,品川/大崎
3194,大崎,2021-11-30 19:57:00,2021-11-30 19:57:00,19-12-平塚-快速,7.5,品川/大崎
2061,武蔵小杉,2021-11-30 20:04:00,2021-11-30 20:04:00,19-12-平塚-快速,8.0,川崎/武蔵小杉
3195,武蔵小杉,2021-11-30 20:05:00,2021-11-30 20:05:00,19-12-平塚-快速,8.5,川崎/武蔵小杉
2062,横浜,2021-11-30 20:15:00,2021-11-30 20:15:00,19-12-平塚-快速,9.0,横浜
3196,横浜,2021-11-30 20:16:00,2021-11-30 20:16:00,19-12-平塚-快速,9.5,横浜
2063,戸塚,2021-11-30 20:28:00,2021-11-30 20:28:00,19-12-平塚-快速,10.0,戸塚
2064,大船,2021-11-30 20:33:00,2021-11-30 20:33:00,19-12-平塚-快速,11.0,大船
3197,大船,2021-11-30 20:39:00,2021-11-30 20:39:00,19-12-平塚-快速,11.5,大船
2065,藤沢,2021-11-30 20:44:00,2021-11-30 20:44:00,19-12-平塚-快速,12.0,藤沢
2066,辻堂,2021-11-30 20:48:00,2021-11-30 20:48:00,19-12-平塚-快速,13.0,辻堂
2067,茅ケ崎,2021-11-30 20:52:00,2021-11-30 20:52:00,19-12-平塚-快速,14.0,茅ケ崎
2068,平塚,2021-11-30 20:57:00,,19-12-平塚-快速,15.0,平塚
0,大宮(埼玉),2021-11-30 19:34:00,2021-11-30 19:34:00,19-35-国府津-快速,0.0,大宮(埼玉)
1,浦和,2021-11-30 19:41:00,2021-11-30 19:41:00,19-35-国府津-快速,1.0,浦和
2,赤羽,2021-11-30 19:49:00,2021-11-30 19:49:00,19-35-国府津-快速,2.0,赤羽
2069,赤羽,2021-11-30 19:50:00,2021-11-30 19:50:00,19-35-国府津-快速,2.5,赤羽
3,池袋,2021-11-30 20:00:00,2021-11-30 20:00:00,19-35-国府津-快速,3.0,尾久/池袋
2070,池袋,2021-11-30 20:02:00,2021-11-30 20:02:00,19-35-国府津-快速,3.5,尾久/池袋
4,新宿,2021-11-30 20:07:00,2021-11-30 20:07:00,19-35-国府津-快速,4.0,上野/新宿
2071,新宿,2021-11-30 20:08:00,2021-11-30 20:08:00,19-35-国府津-快速,4.5,上野/新宿
5,渋谷,2021-11-30 20:12:00,2021-11-30 20:12:00,19-35-国府津-快速,5.0,東京/渋谷
2072,渋谷,2021-11-30 20:13:00,2021-11-30 20:13:00,19-35-国府津-快速,5.5,東京/渋谷
6,恵比寿,2021-11-30 20:15:00,2021-11-30 20:15:00,19-35-国府津-快速,6.0,新橋/恵比寿
7,大崎,2021-11-30 20:19:00,2021-11-30 20:19:00,19-35-国府津-快速,7.0,品川/大崎
2073,大崎,2021-11-30 20:20:00,2021-11-30 20:20:00,19-35-国府津-快速,7.5,品川/大崎
8,武蔵小杉,2021-11-30 20:27:00,2021-11-30 20:27:00,19-35-国府津-快速,8.0,川崎/武蔵小杉
2074,武蔵小杉,2021-11-30 20:28:00,2021-11-30 20:28:00,19-35-国府津-快速,8.5,川崎/武蔵小杉
9,横浜,2021-11-30 20:40:00,2021-11-30 20:40:00,19-35-国府津-快速,9.0,横浜
2075,横浜,2021-11-30 20:42:00,2021-11-30 20:42:00,19-35-国府津-快速,9.5,横浜
10,戸塚,2021-11-30 20:53:00,2021-11-30 20:53:00,19-35-国府津-快速,10.0,戸塚
2076,戸塚,2021-11-30 20:54:00,2021-11-30 20:54:00,19-35-国府津-快速,10.5,戸塚
11,大船,2021-11-30 21:00:00,2021-11-30 21:00:00,19-35-国府津-快速,11.0,大船
12,藤沢,2021-11-30 21:04:00,2021-11-30 21:04:00,19-35-国府津-快速,12.0,藤沢
2077,藤沢,2021-11-30 21:05:00,2021-11-30 21:05:00,19-35-国府津-快速,12.5,藤沢
13,辻堂,2021-11-30 21:08:00,2021-11-30 21:08:00,19-35-国府津-快速,13.0,辻堂
2078,辻堂,2021-11-30 21:09:00,2021-11-30 21:09:00,19-35-国府津-快速,13.5,辻堂
14,茅ケ崎,2021-11-30 21:12:00,2021-11-30 21:12:00,19-35-国府津-快速,14.0,茅ケ崎
2079,茅ケ崎,2021-11-30 21:13:00,2021-11-30 21:13:00,19-35-国府津-快速,14.5,茅ケ崎
15,平塚,2021-11-30 21:17:00,2021-11-30 21:17:00,19-35-国府津-快速,15.0,平塚
2080,平塚,2021-11-30 21:18:00,2021-11-30 21:18:00,19-35-国府津-快速,15.5,平塚
16,大磯,2021-11-30 21:21:00,2021-11-30 21:21:00,19-35-国府津-快速,16.0,大磯
2081,大磯,2021-11-30 21:22:00,2021-11-30 21:22:00,19-35-国府津-快速,16.5,大磯
17,二宮,2021-11-30 21:26:00,2021-11-30 21:26:00,19-35-国府津-快速,17.0,二宮
2082,二宮,2021-11-30 21:27:00,2021-11-30 21:27:00,19-35-国府津-快速,17.5,二宮
18,国府津,2021-11-30 21:31:00,,19-35-国府津-快速,18.0,国府津
1689,大宮(埼玉),2021-11-30 20:02:00,2021-11-30 20:02:00,20-03-国府津-快速,0.0,大宮(埼玉)
1690,浦和,2021-11-30 20:08:00,2021-11-30 20:08:00,20-03-国府津-快速,1.0,浦和
1691,赤羽,2021-11-30 20:16:00,2021-11-30 20:16:00,20-03-国府津-快速,2.0,赤羽
1692,池袋,2021-11-30 20:27:00,2021-11-30 20:27:00,20-03-国府津-快速,3.0,尾久/池袋
2990,池袋,2021-11-30 20:28:00,2021-11-30 20:28:00,20-03-国府津-快速,3.5,尾久/池袋
1693,新宿,2021-11-30 20:33:00,2021-11-30 20:33:00,20-03-国府津-快速,4.0,上野/新宿
2991,新宿,2021-11-30 20:34:00,2021-11-30 20:34:00,20-03-国府津-快速,4.5,上野/新宿
1694,渋谷,2021-11-30 20:38:00,2021-11-30 20:38:00,20-03-国府津-快速,5.0,東京/渋谷
2992,渋谷,2021-11-30 20:39:00,2021-11-30 20:39:00,20-03-国府津-快速,5.5,東京/渋谷
1695,恵比寿,2021-11-30 20:41:00,2021-11-30 20:41:00,20-03-国府津-快速,6.0,新橋/恵比寿
1696,大崎,2021-11-30 20:45:00,2021-11-30 20:45:00,20-03-国府津-快速,7.0,品川/大崎
2993,大崎,2021-11-30 20:46:00,2021-11-30 20:46:00,20-03-国府津-快速,7.5,品川/大崎
1697,武蔵小杉,2021-11-30 20:53:00,2021-11-30 20:53:00,20-03-国府津-快速,8.0,川崎/武蔵小杉
2994,武蔵小杉,2021-11-30 20:54:00,2021-11-30 20:54:00,20-03-国府津-快速,8.5,川崎/武蔵小杉
1698,横浜,2021-11-30 21:04:00,2021-11-30 21:04:00,20-03-国府津-快速,9.0,横浜
2995,横浜,2021-11-30 21:05:00,2021-11-30 21:05:00,20-03-国府津-快速,9.5,横浜
1699,戸塚,2021-11-30 21:14:00,2021-11-30 21:14:00,20-03-国府津-快速,10.0,戸塚
2996,戸塚,2021-11-30 21:15:00,2021-11-30 21:15:00,20-03-国府津-快速,10.5,戸塚
1700,大船,2021-11-30 21:20:00,2021-11-30 21:20:00,20-03-国府津-快速,11.0,大船
2997,大船,2021-11-30 21:21:00,2021-11-30 21:21:00,20-03-国府津-快速,11.5,大船
1701,藤沢,2021-11-30 21:25:00,2021-11-30 21:25:00,20-03-国府津-快速,12.0,藤沢
2998,藤沢,2021-11-30 21:26:00,2021-11-30 21:26:00,20-03-国府津-快速,12.5,藤沢
1702,辻堂,2021-11-30 21:29:00,2021-11-30 21:29:00,20-03-国府津-快速,13.0,辻堂
2999,辻堂,2021-11-30 21:30:00,2021-11-30 21:30:00,20-03-国府津-快速,13.5,辻堂
1703,茅ケ崎,2021-11-30 21:33:00,2021-11-30 21:33:00,20-03-国府津-快速,14.0,茅ケ崎
3000,茅ケ崎,2021-11-30 21:34:00,2021-11-30 21:34:00,20-03-国府津-快速,14.5,茅ケ崎
1704,平塚,2021-11-30 21:38:00,2021-11-30 21:38:00,20-03-国府津-快速,15.0,平塚
3001,平塚,2021-11-30 21:39:00,2021-11-30 21:39:00,20-03-国府津-快速,15.5,平塚
1705,大磯,2021-11-30 21:42:00,2021-11-30 21:42:00,20-03-国府津-快速,16.0,大磯
3002,大磯,2021-11-30 21:43:00,2021-11-30 21:43:00,20-03-国府津-快速,16.5,大磯
1706,二宮,2021-11-30 21:47:00,2021-11-30 21:47:00,20-03-国府津-快速,17.0,二宮
1707,国府津,2021-11-30 21:52:00,,20-03-国府津-快速,18.0,国府津
1915,大宮(埼玉),2021-11-30 20:35:00,2021-11-30 20:35:00,20-36-小田原-快速,0.0,大宮(埼玉)
1916,浦和,2021-11-30 20:41:00,2021-11-30 20:41:00,20-36-小田原-快速,1.0,浦和
3116,浦和,2021-11-30 20:42:00,2021-11-30 20:42:00,20-36-小田原-快速,1.5,浦和
1917,赤羽,2021-11-30 20:50:00,2021-11-30 20:50:00,20-36-小田原-快速,2.0,赤羽
1918,池袋,2021-11-30 21:01:00,2021-11-30 21:01:00,20-36-小田原-快速,3.0,尾久/池袋
3117,池袋,2021-11-30 21:02:00,2021-11-30 21:02:00,20-36-小田原-快速,3.5,尾久/池袋
1919,新宿,2021-11-30 21:07:00,2021-11-30 21:07:00,20-36-小田原-快速,4.0,上野/新宿
3118,新宿,2021-11-30 21:08:00,2021-11-30 21:08:00,20-36-小田原-快速,4.5,上野/新宿
1920,渋谷,2021-11-30 21:13:00,2021-11-30 21:13:00,20-36-小田原-快速,5.0,東京/渋谷
1921,恵比寿,2021-11-30 21:15:00,2021-11-30 21:15:00,20-36-小田原-快速,6.0,新橋/恵比寿
3119,恵比寿,2021-11-30 21:16:00,2021-11-30 21:16:00,20-36-小田原-快速,6.5,新橋/恵比寿
1922,大崎,2021-11-30 21:20:00,2021-11-30 21:20:00,20-36-小田原-快速,7.0,品川/大崎
1923,武蔵小杉,2021-11-30 21:28:00,2021-11-30 21:28:00,20-36-小田原-快速,8.0,川崎/武蔵小杉
1924,横浜,2021-11-30 21:38:00,2021-11-30 21:38:00,20-36-小田原-快速,9.0,横浜
3120,横浜,2021-11-30 21:39:00,2021-11-30 21:39:00,20-36-小田原-快速,9.5,横浜
1925,戸塚,2021-11-30 21:49:00,2021-11-30 21:49:00,20-36-小田原-快速,10.0,戸塚
1926,大船,2021-11-30 21:54:00,2021-11-30 21:54:00,20-36-小田原-快速,11.0,大船
3121,大船,2021-11-30 21:55:00,2021-11-30 21:55:00,20-36-小田原-快速,11.5,大船
1927,藤沢,2021-11-30 21:59:00,2021-11-30 21:59:00,20-36-小田原-快速,12.0,藤沢
3122,藤沢,2021-11-30 22:00:00,2021-11-30 22:00:00,20-36-小田原-快速,12.5,藤沢
1928,辻堂,2021-11-30 22:04:00,2021-11-30 22:04:00,20-36-小田原-快速,13.0,辻堂
1929,茅ケ崎,2021-11-30 22:08:00,2021-11-30 22:08:00,20-36-小田原-快速,14.0,茅ケ崎
3123,茅ケ崎,2021-11-30 22:09:00,2021-11-30 22:09:00,20-36-小田原-快速,14.5,茅ケ崎
1930,平塚,2021-11-30 22:14:00,2021-11-30 22:14:00,20-36-小田原-快速,15.0,平塚
1931,大磯,2021-11-30 22:17:00,2021-11-30 22:17:00,20-36-小田原-快速,16.0,大磯
3124,大磯,2021-11-30 22:18:00,2021-11-30 22:18:00,20-36-小田原-快速,16.5,大磯
1932,二宮,2021-11-30 22:22:00,2021-11-30 22:22:00,20-36-小田原-快速,17.0,二宮
3125,二宮,2021-11-30 22:23:00,2021-11-30 22:23:00,20-36-小田原-快速,17.5,二宮
1933,国府津,2021-11-30 22:27:00,2021-11-30 22:27:00,20-36-小田原-快速,18.0,国府津
3126,国府津,2021-11-30 22:28:00,2021-11-30 22:28:00,20-36-小田原-快速,18.5,国府津
1934,鴨宮,2021-11-30 22:31:00,2021-11-30 22:31:00,20-36-小田原-快速,19.0,鴨宮
3127,鴨宮,2021-11-30 22:32:00,2021-11-30 22:32:00,20-36-小田原-快速,19.5,鴨宮
1935,小田原,2021-11-30 22:35:00,,20-36-小田原-快速,20.0,小田原
123,大宮(埼玉),2021-11-30 21:23:00,2021-11-30 21:23:00,21-24-小田原-快速,0.0,大宮(埼玉)
124,浦和,2021-11-30 21:31:00,2021-11-30 21:31:00,21-24-小田原-快速,1.0,浦和
125,赤羽,2021-11-30 21:41:00,2021-11-30 21:41:00,21-24-小田原-快速,2.0,赤羽
126,池袋,2021-11-30 21:52:00,2021-11-30 21:52:00,21-24-小田原-快速,3.0,尾久/池袋
2139,池袋,2021-11-30 21:53:00,2021-11-30 21:53:00,21-24-小田原-快速,3.5,尾久/池袋
127,新宿,2021-11-30 21:58:00,2021-11-30 21:58:00,21-24-小田原-快速,4.0,上野/新宿
2140,新宿,2021-11-30 22:00:00,2021-11-30 22:00:00,21-24-小田原-快速,4.5,上野/新宿
128,渋谷,2021-11-30 22:04:00,2021-11-30 22:04:00,21-24-小田原-快速,5.0,東京/渋谷
2141,渋谷,2021-11-30 22:05:00,2021-11-30 22:05:00,21-24-小田原-快速,5.5,東京/渋谷
129,恵比寿,2021-11-30 22:07:00,2021-11-30 22:07:00,21-24-小田原-快速,6.0,新橋/恵比寿
130,大崎,2021-11-30 22:11:00,2021-11-30 22:11:00,21-24-小田原-快速,7.0,品川/大崎
2142,大崎,2021-11-30 22:12:00,2021-11-30 22:12:00,21-24-小田原-快速,7.5,品川/大崎
131,武蔵小杉,2021-11-30 22:19:00,2021-11-30 22:19:00,21-24-小田原-快速,8.0,川崎/武蔵小杉
2143,武蔵小杉,2021-11-30 22:20:00,2021-11-30 22:20:00,21-24-小田原-快速,8.5,川崎/武蔵小杉
132,横浜,2021-11-30 22:31:00,2021-11-30 22:31:00,21-24-小田原-快速,9.0,横浜
2144,横浜,2021-11-30 22:32:00,2021-11-30 22:32:00,21-24-小田原-快速,9.5,横浜
133,戸塚,2021-11-30 22:43:00,2021-11-30 22:43:00,21-24-小田原-快速,10.0,戸塚
2145,戸塚,2021-11-30 22:44:00,2021-11-30 22:44:00,21-24-小田原-快速,10.5,戸塚
134,大船,2021-11-30 22:49:00,2021-11-30 22:49:00,21-24-小田原-快速,11.0,大船
2146,大船,2021-11-30 22:50:00,2021-11-30 22:50:00,21-24-小田原-快速,11.5,大船
135,藤沢,2021-11-30 22:54:00,2021-11-30 22:54:00,21-24-小田原-快速,12.0,藤沢
2147,藤沢,2021-11-30 22:55:00,2021-11-30 22:55:00,21-24-小田原-快速,12.5,藤沢
136,辻堂,2021-11-30 22:58:00,2021-11-30 22:58:00,21-24-小田原-快速,13.0,辻堂
2148,辻堂,2021-11-30 22:59:00,2021-11-30 22:59:00,21-24-小田原-快速,13.5,辻堂
137,茅ケ崎,2021-11-30 23:02:00,2021-11-30 23:02:00,21-24-小田原-快速,14.0,茅ケ崎
2149,茅ケ崎,2021-11-30 23:03:00,2021-11-30 23:03:00,21-24-小田原-快速,14.5,茅ケ崎
138,平塚,2021-11-30 23:07:00,2021-11-30 23:07:00,21-24-小田原-快速,15.0,平塚
2150,平塚,2021-11-30 23:08:00,2021-11-30 23:08:00,21-24-小田原-快速,15.5,平塚
139,大磯,2021-11-30 23:11:00,2021-11-30 23:11:00,21-24-小田原-快速,16.0,大磯
2151,大磯,2021-11-30 23:12:00,2021-11-30 23:12:00,21-24-小田原-快速,16.5,大磯
140,二宮,2021-11-30 23:16:00,2021-11-30 23:16:00,21-24-小田原-快速,17.0,二宮
141,国府津,2021-11-30 23:20:00,2021-11-30 23:20:00,21-24-小田原-快速,18.0,国府津
142,鴨宮,2021-11-30 23:23:00,2021-11-30 23:23:00,21-24-小田原-快速,19.0,鴨宮
2152,鴨宮,2021-11-30 23:24:00,2021-11-30 23:24:00,21-24-小田原-快速,19.5,鴨宮
143,小田原,2021-11-30 23:27:00,,21-24-小田原-快速,20.0,小田原
998,大宮(埼玉),2021-11-30 22:10:00,2021-11-30 22:10:00,22-11-小田原-快速,0.0,大宮(埼玉)
999,浦和,2021-11-30 22:16:00,2021-11-30 22:16:00,22-11-小田原-快速,1.0,浦和
2620,浦和,2021-11-30 22:17:00,2021-11-30 22:17:00,22-11-小田原-快速,1.5,浦和
1000,赤羽,2021-11-30 22:25:00,2021-11-30 22:25:00,22-11-小田原-快速,2.0,赤羽
1001,池袋,2021-11-30 22:35:00,2021-11-30 22:35:00,22-11-小田原-快速,3.0,尾久/池袋
2621,池袋,2021-11-30 22:36:00,2021-11-30 22:36:00,22-11-小田原-快速,3.5,尾久/池袋
1002,新宿,2021-11-30 22:41:00,2021-11-30 22:41:00,22-11-小田原-快速,4.0,上野/新宿
2622,新宿,2021-11-30 22:42:00,2021-11-30 22:42:00,22-11-小田原-快速,4.5,上野/新宿
1003,渋谷,2021-11-30 22:46:00,2021-11-30 22:46:00,22-11-小田原-快速,5.0,東京/渋谷
2623,渋谷,2021-11-30 22:47:00,2021-11-30 22:47:00,22-11-小田原-快速,5.5,東京/渋谷
1004,恵比寿,2021-11-30 22:49:00,2021-11-30 22:49:00,22-11-小田原-快速,6.0,新橋/恵比寿
1005,大崎,2021-11-30 22:53:00,2021-11-30 22:53:00,22-11-小田原-快速,7.0,品川/大崎
2624,大崎,2021-11-30 22:56:00,2021-11-30 22:56:00,22-11-小田原-快速,7.5,品川/大崎
1006,武蔵小杉,2021-11-30 23:03:00,2021-11-30 23:03:00,22-11-小田原-快速,8.0,川崎/武蔵小杉
2625,武蔵小杉,2021-11-30 23:04:00,2021-11-30 23:04:00,22-11-小田原-快速,8.5,川崎/武蔵小杉
1007,横浜,2021-11-30 23:14:00,2021-11-30 23:14:00,22-11-小田原-快速,9.0,横浜
2626,横浜,2021-11-30 23:15:00,2021-11-30 23:15:00,22-11-小田原-快速,9.5,横浜
1008,戸塚,2021-11-30 23:25:00,2021-11-30 23:25:00,22-11-小田原-快速,10.0,戸塚
1009,大船,2021-11-30 23:30:00,2021-11-30 23:30:00,22-11-小田原-快速,11.0,大船
2627,大船,2021-11-30 23:31:00,2021-11-30 23:31:00,22-11-小田原-快速,11.5,大船
1010,藤沢,2021-11-30 23:35:00,2021-11-30 23:35:00,22-11-小田原-快速,12.0,藤沢
2628,藤沢,2021-11-30 23:36:00,2021-11-30 23:36:00,22-11-小田原-快速,12.5,藤沢
1011,辻堂,2021-11-30 23:39:00,2021-11-30 23:39:00,22-11-小田原-快速,13.0,辻堂
2629,辻堂,2021-11-30 23:40:00,2021-11-30 23:40:00,22-11-小田原-快速,13.5,辻堂
1012,茅ケ崎,2021-11-30 23:43:00,2021-11-30 23:43:00,22-11-小田原-快速,14.0,茅ケ崎
2630,茅ケ崎,2021-11-30 23:44:00,2021-11-30 23:44:00,22-11-小田原-快速,14.5,茅ケ崎
1013,平塚,2021-11-30 23:48:00,2021-11-30 23:48:00,22-11-小田原-快速,15.0,平塚
1014,大磯,2021-11-30 23:51:00,2021-11-30 23:51:00,22-11-小田原-快速,16.0,大磯
2631,大磯,2021-11-30 23:52:00,2021-11-30 23:52:00,22-11-小田原-快速,16.5,大磯
1015,二宮,2021-11-30 23:56:00,2021-11-30 23:56:00,22-11-小田原-快速,17.0,二宮
1016,国府津,2021-12-01 00:00:00,2021-12-01 00:00:00,22-11-小田原-快速,18.0,国府津
2632,国府津,2021-12-01 00:01:00,2021-12-01 00:01:00,22-11-小田原-快速,18.5,国府津
1017,鴨宮,2021-12-01 00:04:00,2021-12-01 00:04:00,22-11-小田原-快速,19.0,鴨宮
2633,鴨宮,2021-12-01 00:05:00,2021-12-01 00:05:00,22-11-小田原-快速,19.5,鴨宮
1018,小田原,2021-12-01 00:08:00,,22-11-小田原-快速,20.0,小田原
1670,大宮(埼玉),2021-11-30 22:24:00,2021-11-30 22:24:00,22-26-国府津-快速,0.0,大宮(埼玉)
1671,浦和,2021-11-30 22:31:00,2021-11-30 22:31:00,22-26-国府津-快速,1.0,浦和
2979,浦和,2021-11-30 22:32:00,2021-11-30 22:32:00,22-26-国府津-快速,1.5,浦和
1672,赤羽,2021-11-30 22:39:00,2021-11-30 22:39:00,22-26-国府津-快速,2.0,赤羽
2980,赤羽,2021-11-30 22:40:00,2021-11-30 22:40:00,22-26-国府津-快速,2.5,赤羽
1673,池袋,2021-11-30 22:51:00,2021-11-30 22:51:00,22-26-国府津-快速,3.0,尾久/池袋
2981,池袋,2021-11-30 22:52:00,2021-11-30 22:52:00,22-26-国府津-快速,3.5,尾久/池袋
1674,新宿,2021-11-30 22:57:00,2021-11-30 22:57:00,22-26-国府津-快速,4.0,上野/新宿
2982,新宿,2021-11-30 22:58:00,2021-11-30 22:58:00,22-26-国府津-快速,4.5,上野/新宿
1675,渋谷,2021-11-30 23:02:00,2021-11-30 23:02:00,22-26-国府津-快速,5.0,東京/渋谷
2983,渋谷,2021-11-30 23:03:00,2021-11-30 23:03:00,22-26-国府津-快速,5.5,東京/渋谷
1676,恵比寿,2021-11-30 23:05:00,2021-11-30 23:05:00,22-26-国府津-快速,6.0,新橋/恵比寿
2984,恵比寿,2021-11-30 23:06:00,2021-11-30 23:06:00,22-26-国府津-快速,6.5,新橋/恵比寿
1677,大崎,2021-11-30 23:09:00,2021-11-30 23:09:00,22-26-国府津-快速,7.0,品川/大崎
2985,大崎,2021-11-30 23:10:00,2021-11-30 23:10:00,22-26-国府津-快速,7.5,品川/大崎
1678,武蔵小杉,2021-11-30 23:18:00,2021-11-30 23:18:00,22-26-国府津-快速,8.0,川崎/武蔵小杉
1679,横浜,2021-11-30 23:29:00,2021-11-30 23:29:00,22-26-国府津-快速,9.0,横浜
2986,横浜,2021-11-30 23:31:00,2021-11-30 23:31:00,22-26-国府津-快速,9.5,横浜
1680,戸塚,2021-11-30 23:42:00,2021-11-30 23:42:00,22-26-国府津-快速,10.0,戸塚
2987,戸塚,2021-11-30 23:43:00,2021-11-30 23:43:00,22-26-国府津-快速,10.5,戸塚
1681,大船,2021-11-30 23:48:00,2021-11-30 23:48:00,22-26-国府津-快速,11.0,大船
2988,大船,2021-11-30 23:49:00,2021-11-30 23:49:00,22-26-国府津-快速,11.5,大船
1682,藤沢,2021-11-30 23:53:00,2021-11-30 23:53:00,22-26-国府津-快速,12.0,藤沢
1683,辻堂,2021-11-30 23:57:00,2021-11-30 23:57:00,22-26-国府津-快速,13.0,辻堂
1684,茅ケ崎,2021-12-01 00:01:00,2021-12-01 00:01:00,22-26-国府津-快速,14.0,茅ケ崎
1685,平塚,2021-12-01 00:06:00,2021-12-01 00:06:00,22-26-国府津-快速,15.0,平塚
1686,大磯,2021-12-01 00:10:00,2021-12-01 00:10:00,22-26-国府津-快速,16.0,大磯
1687,二宮,2021-12-01 00:14:00,2021-12-01 00:14:00,22-26-国府津-快速,17.0,二宮
2989,二宮,2021-12-01 00:15:00,2021-12-01 00:15:00,22-26-国府津-快速,17.5,二宮
1688,国府津,2021-12-01 00:20:00,,22-26-国府津-快速,18.0,国府津
